chunk_id,source_document_id,chunk_type,content,char_count,metadata.persona,metadata.time_period,metadata.poem_title,metadata.poem_type,metadata.language,metadata.has_allusions,metadata.has_annotations,metadata.allusion_count,metadata.annotation_count
dufu_chunk_3040,dufu_31427,allusions_context,"Poem: 久雨期王將軍不至

Literary Allusions and References:
  白袍
  銳頭將軍
  碎玉斗
  突騎五千",75,Du Fu (杜甫),767年,久雨期王將軍不至,古風,Classical Chinese,,,4.0,
dufu_chunk_3041,dufu_31427,annotations_context,"Poem: 久雨期王將軍不至

Scholarly Annotations:
  一作山
  一作帶
  一作滓
  一作恨",62,Du Fu (杜甫),767年,久雨期王將軍不至,古風,Classical Chinese,,,,4.0
dufu_chunk_3042,dufu_31556,poem_content,"Poem Title: 別李祕書始興寺所居

Poem Text:
不見祕書心若失，
及見祕書失心疾。
安爲動主理信然，
我獨覺子神充實。
重聞西方止觀經，
老身古寺風泠泠。
妻兒待我且歸去，
他日杖藜來細聽。

Creation Date: 767年
Location: CN500236,瀼西
Poem Type: 古風",162,Du Fu (杜甫),767年,別李祕書始興寺所居,古風,Classical Chinese,False,True,,
dufu_chunk_3043,dufu_31556,annotations_context,"Poem: 別李祕書始興寺所居

Scholarly Annotations:
  一作精神實
  一作正
  一作來，一作米",63,Du Fu (杜甫),767年,別李祕書始興寺所居,古風,Classical Chinese,,,,3.0
dufu_chunk_3044,dufu_31621,poem_content,"Poem Title: 虎牙行

Poem Text:
秋風歘吸吹南國，
天地慘慘無顏色。
洞庭揚波江漢迴，
虎牙銅柱皆傾側。
巫峽陰岑朔漠氣，
峰巒窈窕谿谷黑。
杜鵑不來猿狖寒，
山鬼幽憂雪霜逼。
楚老長嗟憶炎瘴，
三尺角弓兩斛力。
壁立石城橫塞起，
金錯旌竿滿雲直。
漁陽突騎獵青丘，
犬戎鎖甲聞丹極。
八荒十年防盜賊，
征戍誅求寡妻哭，
遠客中宵淚霑臆。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",237,Du Fu (杜甫),767年,虎牙行,古風,Classical Chinese,False,True,,
dufu_chunk_3045,dufu_31621,annotations_context,"Poem: 虎牙行

Scholarly Annotations:
  虎牙在荆門之北，江水峻急。
  一作北
  一作歘歘
  一作啼
  一作圍",74,Du Fu (杜甫),767年,虎牙行,古風,Classical Chinese,,,,5.0
dufu_chunk_3046,dufu_31825,poem_content,"Poem Title: 錦樹行

Poem Text:
今日苦短昨日休，
歲云暮矣增離憂。
霜凋碧樹待錦樹，
萬壑東逝無停留。
荒戍之城石色古，
東郭老人住青丘。
飛書白帝營斗粟，
琴瑟几杖柴門幽。
青草萋萋盡枯死，
天馬跂足隨氂牛。
自古聖賢多薄命，
姦雄惡少皆封侯。
故國三年一消息，
終南渭水寒悠悠。
五陵豪貴反顛倒，
鄉里小兒狐白裘。
生男墮地要膂力，
一生富貴傾邦國。
莫愁父母少黃金，
天下風塵兒亦得。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",264,Du Fu (杜甫),767年,錦樹行,古風,Classical Chinese,True,True,,
dufu_chunk_3047,dufu_31825,allusions_context,"Poem: 錦樹行

Literary Allusions and References:
  天馬",50,Du Fu (杜甫),767年,錦樹行,古風,Classical Chinese,,,1.0,
dufu_chunk_3048,dufu_31825,annotations_context,"Poem: 錦樹行

Scholarly Annotations:
  因篇內有錦樹二字，摘以爲題，非正賦錦樹也。與上虎牙同。
  一作行
  一作春
  一作驥
  一作跛
  一作封公侯
  一作生女",102,Du Fu (杜甫),767年,錦樹行,古風,Classical Chinese,,,,7.0
dufu_chunk_3049,dufu_31587,poem_content,"Poem Title: 赤霄行

Poem Text:
孔雀未知牛有角，
渴飲寒泉逢觝觸。
赤霄懸圃須往來，
翠尾金花不辭辱。
江中淘河嚇飛燕，
銜泥却落羞華屋。
皇孫猶曾蓮勺困，
衛莊見貶傷其足。
老翁慎莫怪少年，
葛亮貴和書有篇。
丈夫垂名動萬年，
記憶細故非高賢。

Creation Date: 765年
Location: CN5101
Poem Type: 古風",187,Du Fu (杜甫),765年,赤霄行,古風,Classical Chinese,True,True,,
dufu_chunk_3050,dufu_31587,allusions_context,"Poem: 赤霄行

Literary Allusions and References:
  嚇飛燕
  葛亮貴和篇
  蓮勺困
  傷足",70,Du Fu (杜甫),765年,赤霄行,古風,Classical Chinese,,,4.0,
dufu_chunk_3051,dufu_31587,annotations_context,"Poem: 赤霄行

Scholarly Annotations:
  即鵜鶘
  音輦
  下邽有蓮勺故城，漢宣帝微時嘗受困處
  一作鮑
  陳壽定諸葛氏集目錄，凡二十四篇，貴和第十一",94,Du Fu (杜甫),765年,赤霄行,古風,Classical Chinese,,,,5.0
dufu_chunk_3052,dufu_31505,poem_content,"Poem Title: 後苦寒行二首

Poem Text:
南紀巫廬瘴不絕，
太古以來無尺雪。
蠻夷長老怨苦寒，
崑崙天關凍應折。
玄猿口噤不能嘯，
白鵠翅垂眼流血。
安得春泥補地裂。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",150,Du Fu (杜甫),767年,後苦寒行二首,古風,Classical Chinese,False,True,,
dufu_chunk_3053,dufu_31505,annotations_context,"Poem: 後苦寒行二首

Scholarly Annotations:
  一作相和歌辭 後苦寒行二首 一
  一作欲",60,Du Fu (杜甫),767年,後苦寒行二首,古風,Classical Chinese,,,,2.0
dufu_chunk_3054,dufu_31506,poem_content,"Poem Title: 後苦寒行二首

Poem Text:
晚來江門失大木，
猛風中夜吹白屋。
天兵斬斷青海戎，
殺氣南行動地軸，
不爾苦寒何太酷。
巴東之峽生凌澌，
彼蒼回軒人得知。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",150,Du Fu (杜甫),767年,後苦寒行二首,古風,Classical Chinese,False,True,,
dufu_chunk_3055,dufu_31506,annotations_context,"Poem: 後苦寒行二首

Scholarly Annotations:
  一作相和歌辭 後苦寒行二首 二
  一作曉
  一作邊，一作間
  一作飛
  一作新斬
  一作其
  一作軻，一作斡",99,Du Fu (杜甫),767年,後苦寒行二首,古風,Classical Chinese,,,,7.0
dufu_chunk_3056,dufu_31756,poem_content,"Poem Title: 晚晴

Poem Text:
高唐暮冬雪壯哉，
舊瘴無復似塵埃。
崖沈谷沒白皚皚，
江石缺裂青楓摧。
南天三旬苦霧開，
赤日照耀從西來。
六龍寒急光裴回，
照我衰顏忽落地，
口雖吟詠心中哀。
未怪及時少年子，
揚眉結義黃金臺。
洎乎吾生何飄零，
支離委絕同死灰。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",200,Du Fu (杜甫),767年,晚晴,古風,Classical Chinese,True,True,,
dufu_chunk_3057,dufu_31756,allusions_context,"Poem: 晚晴

Literary Allusions and References:
  黃金臺",50,Du Fu (杜甫),767年,晚晴,古風,Classical Chinese,,,1.0,
dufu_chunk_3058,dufu_31756,annotations_context,"Poem: 晚晴

Scholarly Annotations:
  一作堂
  一作汨",44,Du Fu (杜甫),767年,晚晴,古風,Classical Chinese,,,,2.0
dufu_chunk_3059,dufu_31654,poem_content,"Poem Title: 復陰

Poem Text:
方冬合沓玄陰塞，
昨日晚晴今日黑。
萬里飛蓬映天過，
孤城樹羽揚風直。
江濤簸岸黃沙走，
雲雪埋山蒼兕吼。
君不見夔子之國杜陵翁，
牙齒半落左耳聾。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",158,Du Fu (杜甫),767年,復陰,古風,Classical Chinese,True,True,,
dufu_chunk_3060,dufu_31654,allusions_context,"Poem: 復陰

Literary Allusions and References:
  夔子國",50,Du Fu (杜甫),767年,復陰,古風,Classical Chinese,,,1.0,
dufu_chunk_3061,dufu_31654,annotations_context,"Poem: 復陰

Scholarly Annotations:
  一作欺",38,Du Fu (杜甫),767年,復陰,古風,Classical Chinese,,,,1.0
dufu_chunk_3062,dufu_31599,poem_content,"Poem Title: 夜歸

Poem Text:
夜來歸來衝虎過，
山黑家中已眠臥。
傍見北斗向江低，
仰看明星當空大。
庭前把燭嗔兩炬，
峽口驚猿聞一箇。
白頭老罷舞復歌，
杖藜不睡誰能那。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",155,Du Fu (杜甫),767年,夜歸,古風,Classical Chinese,False,True,,
dufu_chunk_3063,dufu_31599,annotations_context,"Poem: 夜歸

Scholarly Annotations:
  一作喚",38,Du Fu (杜甫),767年,夜歸,古風,Classical Chinese,,,,1.0
dufu_chunk_3064,dufu_31746,poem_content,"Poem Title: 寄柏學士林居

Poem Text:
自胡之反持干戈，
天下學士亦奔波。
歎彼幽棲載典籍，
蕭然暴露依山阿。
青山萬里靜散地，
白雨一洗空垂蘿。
亂代飄零余到此，
古人成敗子如何。
荆揚春冬異風土，
巫峽日夜多雲雨。
赤葉楓林百舌鳴，
黃泥野岸天雞舞。
盜賊縱橫甚密邇，
形神寂莫甘辛苦。
幾時高議排金門，
各使蒼生有環堵。

Creation Date: 767年
Location: CN500236
Poem Type: 古風",228,Du Fu (杜甫),767年,寄柏學士林居,古風,Classical Chinese,True,True,,
dufu_chunk_3065,dufu_31746,allusions_context,"Poem: 寄柏學士林居

Literary Allusions and References:
  巫峽",53,Du Fu (杜甫),767年,寄柏學士林居,古風,Classical Chinese,,,1.0,
dufu_chunk_3066,dufu_31746,annotations_context,"Poem: 寄柏學士林居

Scholarly Annotations:
  一作向
  一作重
  一作羽
  一作餘
  一作風
  一作花",72,Du Fu (杜甫),767年,寄柏學士林居,古風,Classical Chinese,,,,6.0
dufu_chunk_3067,dufu_31364,poem_content,"Poem Title: 寄從孫崇簡

Poem Text:
嵯峨白帝城東西，
南有龍湫北虎溪。
吾孫騎曹不騎馬，
業學尸鄉多養雞。
龐公隱時盡室去，
武陵春樹他人迷。
與汝林居未相失，
近身藥裹酒長攜。
牧豎樵童亦無賴，
莫令斬斷青雲梯。

Creation Date: 767年
Location: CN500236
Poem Type: 古風",173,Du Fu (杜甫),767年,寄從孫崇簡,古風,Classical Chinese,True,True,,
dufu_chunk_3068,dufu_31364,allusions_context,"Poem: 寄從孫崇簡

Literary Allusions and References:
  武陵春
  不記馬
  龐公
  養雞",69,Du Fu (杜甫),767年,寄從孫崇簡,古風,Classical Chinese,,,4.0,
dufu_chunk_3069,dufu_31364,annotations_context,"Poem: 寄從孫崇簡

Scholarly Annotations:
  一作記
  一作叟",47,Du Fu (杜甫),767年,寄從孫崇簡,古風,Classical Chinese,,,,2.0
dufu_chunk_3070,dufu_31605,poem_content,"Poem Title: 奉酬薛十二丈判官見贈

Poem Text:
忽忽峽中睡，
悲風方一醒。
西來有好鳥，
爲我下青冥。
羽毛淨白雪，
慘澹飛雲汀。
既蒙主人顧，
舉翮唳孤亭。
持以比佳士，
及此慰揚舲。
清文動哀玉，
見道發新硎。
欲學鴟夷子，
待勒燕山銘。
誰重斷蛇劒，
致君君未聽。
志在麒麟閣，
無心雲母屏。
卓氏近新寡，
豪家朱門扃。
相如才調逸，
銀漢會雙星。
客來洗粉黛，
日暮拾流螢。
不是無膏火，
勸郎勤六經。
老夫自汲澗，
野水日泠泠。
我歎黑頭白，
君看銀印青。
臥病識山鬼，
爲農知地形。
誰矜坐錦帳，
苦厭食魚腥。
東西兩岸坼，
橫水注滄溟。
碧色忽惆悵，
風雷搜百靈。
空中右白虎，
赤節引娉婷。
自云帝里女，
噀雨鳳凰翎。
襄王薄行跡，
莫學冷如丁。
千秋一拭淚，
夢覺有微馨。
人生相感動，
金石兩青熒。
丈人但安坐，
休辨渭與涇。
龍蛇尚格鬬，
灑血暗郊坰。
吾聞聰明主，
治國用輕刑。
銷兵鑄農器，
今古歲方寧。
文王日儉德，
俊乂始盈庭。
榮華貴少壯，
豈食楚江萍。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",511,Du Fu (杜甫),767年,奉酬薛十二丈判官見贈,古風,Classical Chinese,True,True,,
dufu_chunk_3071,dufu_31605,allusions_context,"Poem: 奉酬薛十二丈判官見贈

Literary Allusions and References:
  拾流螢
  丁仙化鶴
  丁解牛
  襄王
  會雙星
  鴟夷子
  楚江萍
  卓氏
  燕山銘
  麒麟閣
  金石兩青熒
  錦帳
  噀雨
  洗粉黛
  銀印",140,Du Fu (杜甫),767年,奉酬薛十二丈判官見贈,古風,Classical Chinese,,,15.0,
dufu_chunk_3072,dufu_31605,annotations_context,"Poem: 奉酬薛十二丈判官見贈

Scholarly Annotations:
  一作秋
  一作盡
  一作國重斬邪劒
  一作戶
  一作琴
  一作岸兩坼
  一作積
  一作苦
  一作有
  一作季

... and 3 more annotations",134,Du Fu (杜甫),767年,奉酬薛十二丈判官見贈,古風,Classical Chinese,,,,13.0
dufu_chunk_3073,dufu_31834,poem_content,"Poem Title: 醉爲馬墜諸公攜酒相看

Poem Text:
甫也諸侯老賓客，
罷酒酣歌拓金戟。
騎馬忽憶少年時，
散蹄迸落瞿塘石。
白帝城門水雲外，
低身直下八千尺。
粉堞電轉紫遊韁，
東得平岡出天壁。
江村野堂爭入眼，
垂鞭嚲鞚凌紫陌。
向來皓首驚萬人，
自倚紅顏能騎射。
安知決臆追風足，
朱汗驂驔猶噴玉。
不虞一蹶終損傷，
人生快意多所辱。
職當憂戚伏衾枕，
況乃遲暮加煩促。
明知來問腆我顏，
杖藜強起依僮僕。
語盡還成開口笑，
提攜別埽清谿曲。
酒肉如山又一時，
初筵哀絲動豪竹。
共指西日不相貸，
喧呼且覆杯中淥。
何必走馬來爲問，
君不見嵇康養生遭殺戮。

Creation Date: 767年
Location: CN500236,瀼西
Poem Type: 古風",346,Du Fu (杜甫),767年,醉爲馬墜諸公攜酒相看,古風,Classical Chinese,True,True,,
dufu_chunk_3074,dufu_31834,allusions_context,"Poem: 醉爲馬墜諸公攜酒相看

Literary Allusions and References:
  開口笑
  噴玉
  養生遭殺",70,Du Fu (杜甫),767年,醉爲馬墜諸公攜酒相看,古風,Classical Chinese,,,3.0,
dufu_chunk_3075,dufu_31834,annotations_context,"Poem: 醉爲馬墜諸公攜酒相看

Scholarly Annotations:
  一作肩
  一作朋
  一作不爲身
  一作被",66,Du Fu (杜甫),767年,醉爲馬墜諸公攜酒相看,古風,Classical Chinese,,,,4.0
dufu_chunk_3076,dufu_31555,poem_content,"Poem Title: 別李義

Poem Text:
神堯十八子，
十七王其門。
道國洎舒國，
督唯親弟昆。
中外貴賤殊，
余亦忝諸孫。
丈人嗣三葉，
之子白玉溫。
道國繼德業，
請從丈人論。
丈人領宗卿，
肅穆古制敦。
先朝納諫諍，
直氣橫乾坤。
子建文筆壯，
河間經術存。
爾克富詩禮，
骨清慮不喧。
洗然遇知几，
談論淮湖奔。
憶昔初見時，
小襦繡芳蓀。
長成忽會面，
慰我久疾魂。
三峽春冬交，
江山雲霧昏。
正宜且聚集，
恨此當離尊。
莫怪執杯遲，
我衰涕唾煩。
重問子何之，
西上岷江源。
願子少干謁，
蜀都足戎軒。
誤失將帥意，
不如親故恩。
少年早歸來，
梅花已飛飜。
努力慎風水，
豈惟數盤飧。
猛虎臥在岸，
蛟螭出無痕。
王子自愛惜，
老夫困石根。
生別古所嗟，
發聲爲爾吞。

Creation Date: 767年12月
Location: CN500236,东屯
Poem Type: 古風",409,Du Fu (杜甫),767年12月,別李義,古風,Classical Chinese,True,True,,
dufu_chunk_3077,dufu_31555,allusions_context,"Poem: 別李義

Literary Allusions and References:
  河間經術
  子建",57,Du Fu (杜甫),767年12月,別李義,古風,Classical Chinese,,,2.0,
dufu_chunk_3078,dufu_31555,annotations_context,"Poem: 別李義

Scholarly Annotations:
  道王元慶
  一作及
  舒王元明
  一作實
  李義當是道國之裔，甫則舒國後裔之外孫也
  一作王業
  一作溫
  一作洒
  一作河",106,Du Fu (杜甫),767年12月,別李義,古風,Classical Chinese,,,,9.0
dufu_chunk_3079,dufu_31697,poem_content,"Poem Title: 送高司直尋封閬州

Poem Text:
丹雀銜書來，
暮棲何鄉樹。
驊騮事天子，
辛苦在道路。
司直非冗官，
荒山甚無趣。
借問泛舟人，
胡爲入雲霧。
與子姻婭間，
即親亦有故。
萬里長江邊，
邂逅一相遇。
長卿消渴再，
公幹沈緜屢。
清談慰老夫，
開卷得佳句。
時見文章士，
欣然澹情素。
伏枕聞別離，
疇能忍漂寓。
良會苦短促，
溪行水奔注。
熊羆咆空林，
游子慎馳騖。
西謁巴中侯，
艱險如跬步。
主人不世才，
先帝常特顧。
拔爲天軍佐，
崇大王法度。
淮海生清風，
南翁尚思慕。
公宮造廣廈，
木石乃無數。
初聞伐松柏，
猶臥天一柱。
我瘦書不成，
成字讀亦誤。
爲我問故人，
勞心練征戍。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 古風",369,Du Fu (杜甫),767年,送高司直尋封閬州,古風,Classical Chinese,True,True,,
dufu_chunk_3080,dufu_31697,allusions_context,"Poem: 送高司直尋封閬州

Literary Allusions and References:
  消渴
  公幹沈緜
  丹雀銜書
  驊騮
  天柱",79,Du Fu (杜甫),767年,送高司直尋封閬州,古風,Classical Chinese,,,5.0,
dufu_chunk_3081,dufu_31697,annotations_context,"Poem: 送高司直尋封閬州

Scholarly Annotations:
  一作談
  一作病
  一作字",56,Du Fu (杜甫),767年,送高司直尋封閬州,古風,Classical Chinese,,,,3.0
dufu_chunk_3082,dufu_31561,poem_content,"Poem Title: 君不見簡蘇徯

Poem Text:
君不見道邊廢棄池，
君不見前者摧折桐。
百年死樹中琴瑟，
一斛舊水藏蛟龍。
丈夫蓋棺事始定，
君今幸未成老翁。
何恨顦顇在山中，
深山窮谷不可處，
霹靂魍魎兼狂風。

Creation Date: 767年
Location: CN500236,瀼西
Poem Type: 古風",170,Du Fu (杜甫),767年,君不見簡蘇徯,古風,Classical Chinese,True,True,,
dufu_chunk_3083,dufu_31561,allusions_context,"Poem: 君不見簡蘇徯

Literary Allusions and References:
  摧折桐
  樹中琴瑟",61,Du Fu (杜甫),767年,君不見簡蘇徯,古風,Classical Chinese,,,2.0,
dufu_chunk_3084,dufu_31561,annotations_context,"Poem: 君不見簡蘇徯

Scholarly Annotations:
  一作幷",42,Du Fu (杜甫),767年,君不見簡蘇徯,古風,Classical Chinese,,,,1.0
dufu_chunk_3085,dufu_31848,poem_content,"Poem Title: 贈蘇四徯

Poem Text:
異縣昔同遊，
各云厭轉蓬。
別離已五年，
尚在行李中。
戎馬日衰息，
乘輿安九重。
有才何棲棲，
將老委所窮。
爲郎未爲賤，
其奈疾病攻。
子何面黧黑，
不得豁心胷。
巴蜀倦剽掠，
下愚成土風。
幽薊已削平，
荒徼尚彎弓。
斯人脫身來，
豈非吾道東。
乾坤雖寬大，
所適裝囊空。
肉食哂菜色，
少壯欺老翁。
況乃主客間，
古來偪側同。
君今下荆揚，
獨帆如飛鴻。
二州豪俠場，
人馬皆自雄。
一請甘飢寒，
再請甘養蒙。

Creation Date: 767年
Location: CN500236,瀼西
Poem Type: 古風",295,Du Fu (杜甫),767年,贈蘇四徯,古風,Classical Chinese,True,True,,
dufu_chunk_3086,dufu_31848,allusions_context,"Poem: 贈蘇四徯

Literary Allusions and References:
  吾道東",52,Du Fu (杜甫),767年,贈蘇四徯,古風,Classical Chinese,,,1.0,
dufu_chunk_3087,dufu_31848,annotations_context,"Poem: 贈蘇四徯

Scholarly Annotations:
  一作焉
  一作劫",46,Du Fu (杜甫),767年,贈蘇四徯,古風,Classical Chinese,,,,2.0
dufu_chunk_3088,dufu_31750,poem_content,"Poem Title: 寄薛三郎中

Poem Text:
人生無賢愚，
飄颻若埃塵。
自非得神仙，
誰免危其身。
與子俱白頭，
役役常苦辛。
雖爲尚書郎，
不及村野人。
憶昔村野人，
其樂難具陳。
藹藹桑麻交，
公侯爲等倫。
天未厭戎馬，
我輩本常貧。
子尚客荆州，
我亦滯江濱。
峽中一臥病，
瘧癘終冬春。
春復加肺氣，
此病蓋有因。
早歲與蘇鄭，
痛飲情相親。
二公化爲土，
嗜酒不失真。
余今委修短，
豈得恨命屯。
聞子心甚壯，
所遇信席珍。
上馬不用扶，
每扶必怒嗔。
賦詩賓客間，
揮灑動八垠。
乃知蓋代手，
才力老益神。
青草洞庭湖，
東浮滄海漘。
君山可避暑，
況足采白蘋。
子豈無扁舟，
往復江漢津。
我未下瞿塘，
空念禹功勤。
聽說松門峽，
吐藥攬衣巾。
高秋却束帶，
鼓枻視青旻。
鳳池日澄碧，
濟濟多士新。
余病不能起，
健者勿逡巡。
上有明哲君，
下有行化臣。

Creation Date: 767年
Location: CN500236,瀼西
Poem Type: 古風",450,Du Fu (杜甫),767年,寄薛三郎中,古風,Classical Chinese,True,True,,
dufu_chunk_3089,dufu_31750,allusions_context,"Poem: 寄薛三郎中

Literary Allusions and References:
  鳳池
  濟濟多士
  席上儒",65,Du Fu (杜甫),767年,寄薛三郎中,古風,Classical Chinese,,,3.0,
dufu_chunk_3090,dufu_31750,annotations_context,"Poem: 寄薛三郎中

Scholarly Annotations:
  據
  一作克免
  一作沒沒
  一作長
  一作忽
  一作力",71,Du Fu (杜甫),767年,寄薛三郎中,古風,Classical Chinese,,,,6.0
dufu_chunk_3091,dufu_31431,poem_content,"Poem Title: 大覺高僧蘭若

Poem Text:
巫山不見廬山遠，
松林蘭若秋風晚。
一老猶鳴日暮鐘，
諸僧尚乞齋時飯。
香爐峰色隱晴湖，
種杏仙家近白榆。
飛錫去年啼邑子，
獻花何日許門徒。

Creation Date: 767年9月
Location: CN500236,大觉寺
Poem Type: 古風",162,Du Fu (杜甫),767年9月,大覺高僧蘭若,古風,Classical Chinese,True,True,,
dufu_chunk_3092,dufu_31431,allusions_context,"Poem: 大覺高僧蘭若

Literary Allusions and References:
  飛錫
  種杏",58,Du Fu (杜甫),767年9月,大覺高僧蘭若,古風,Classical Chinese,,,2.0,
dufu_chunk_3093,dufu_31431,annotations_context,"Poem: 大覺高僧蘭若

Scholarly Annotations:
  原注：和尚去冬往湖南。
  一作間",56,Du Fu (杜甫),767年9月,大覺高僧蘭若,古風,Classical Chinese,,,,2.0
dufu_chunk_3094,dufu_31742,poem_content,"Poem Title: 宿青溪驛奉懷張員外十五兄之緒

Poem Text:
漾舟千山內，
日入泊枉渚。
我生本飄飄，
今復在何許。
石根青楓林，
猿鳥聚儔侶。
月明游子靜，
畏虎不得語。
中夜懷友朋，
乾坤此深阻。
浩蕩前後間，
佳期付荆楚。

Creation Date: 765年
Location: CN5111
Poem Type: 古風",174,Du Fu (杜甫),765年,宿青溪驛奉懷張員外十五兄之緒,古風,Classical Chinese,False,True,,
dufu_chunk_3095,dufu_31742,annotations_context,"Poem: 宿青溪驛奉懷張員外十五兄之緒

Scholarly Annotations:
  一作荒
  一作赴",56,Du Fu (杜甫),765年,宿青溪驛奉懷張員外十五兄之緒,古風,Classical Chinese,,,,2.0
dufu_chunk_3096,dufu_31779,poem_content,"Poem Title: 敬寄族弟唐十八使君

Poem Text:
與君陶唐後，
盛族多其人。
聖賢冠史籍，
枝派羅源津。
在今氣磊落，
巧僞莫敢親。
介立實吾弟，
濟時肯殺身。
物白諱受玷，
行高無污真。
得罪永泰末，
放之五溪濱。
鸞鳳有鎩翮，
先儒曾抱麟。
雷霆霹長松，
骨大却生筋。
一失不足傷，
念子孰自珍。
泊舟楚宮岸，
戀闕浩酸辛。
除名配清江，
厥土巫峽鄰。
登陸將首途，
筆札枉所申。
歸朝跼病肺，
敘舊思重陳。
春風洪濤壯，
谷轉頗彌旬。
我能泛中流，
搪突鼉獺瞋。
長年已省柁，
慰此貞良臣。

Creation Date: 768年
Location: CN500237
Poem Type: 古風",311,Du Fu (杜甫),768年,敬寄族弟唐十八使君,古風,Classical Chinese,True,True,,
dufu_chunk_3097,dufu_31779,allusions_context,"Poem: 敬寄族弟唐十八使君

Literary Allusions and References:
  抱麟
  鎩翮",61,Du Fu (杜甫),768年,敬寄族弟唐十八使君,古風,Classical Chinese,,,2.0,
dufu_chunk_3098,dufu_31779,annotations_context,"Poem: 敬寄族弟唐十八使君

Scholarly Annotations:
  甫自撰萬年縣君京兆杜氏墓誌云：其先系統於伊祁，分姓於唐杜。
  一作最
  一作劈",83,Du Fu (杜甫),768年,敬寄族弟唐十八使君,古風,Classical Chinese,,,,3.0
dufu_chunk_3099,dufu_31446,poem_content,"Poem Title: 憶昔行

Poem Text:
憶昔北尋小有洞，
洪河怒濤過輕舸。
辛勤不見華蓋君，
艮岑青輝慘么麼。
千崖無人萬壑靜，
三步回頭五步坐。
秋山眼冷魂未歸，
仙賞心違淚交墮。
弟子誰依白茅室，
盧老獨啓青銅鎖。
巾拂香餘搗藥塵，
階除灰死燒丹火。
懸圃滄洲莽空闊，
金節羽衣飄婀娜。
落日初霞閃餘映，
倏忽東西無不可。
松風澗水聲合時，
青兕黃熊啼向我。
徒然咨嗟撫遺迹，
至今夢想仍猶佐。
祕訣隱文須內教，
晚歲何功使願果。
更討衡陽董鍊師，
南浮早鼓瀟湘柁。

Creation Date: 768年
Location: CN421024
Poem Type: 古風",297,Du Fu (杜甫),768年,憶昔行,古風,Classical Chinese,False,True,,
dufu_chunk_3100,dufu_31446,annotations_context,"Poem: 憶昔行

Scholarly Annotations:
  不長曰么，細小曰麼
  一作石
  一作前
  一作左
  一作收
  一作覓
  一作游",81,Du Fu (杜甫),768年,憶昔行,古風,Classical Chinese,,,,7.0
dufu_chunk_3101,dufu_31851,poem_content,"Poem Title: 魏將軍歌

Poem Text:
將軍昔著從事衫，
鐵馬馳突重兩銜。
披堅執銳略西極，
崑崙月窟東嶄巖。
君門羽林萬猛士，
惡若哮虎子所監。
五年起家列霜戟，
一日過海收風帆。
平生流輩徒蠢蠢，
長安少年氣欲盡。
魏侯骨聳精爽緊，
華岳峰尖見秋隼。
星躔寶校金盤陀，
夜騎天駟超天河。
欃槍熒惑不敢動，
翠蕤雲旓相蕩摩。
吾爲子起歌都護，
酒闌插劒肝膽露。
鉤陳蒼蒼風玄武，
萬歲千秋奉明主，
臨江節士安足數。

Creation Date: 755年
Location: CN6101
Poem Type: 古風",269,Du Fu (杜甫),755年,魏將軍歌,古風,Classical Chinese,True,True,,
dufu_chunk_3102,dufu_31851,allusions_context,"Poem: 魏將軍歌

Literary Allusions and References:
  月窟",51,Du Fu (杜甫),755年,魏將軍歌,古風,Classical Chinese,,,1.0,
dufu_chunk_3103,dufu_31851,annotations_context,"Poem: 魏將軍歌

Scholarly Annotations:
  馬裝也
  《樂府》有《丁督護歌》，一曰《阿都護》，李白集亦作《丁都護》
  一作玄武暮",81,Du Fu (杜甫),755年,魏將軍歌,古風,Classical Chinese,,,,3.0
dufu_chunk_3104,dufu_31463,poem_content,"Poem Title: 北風

Poem Text:
北風破南極，
朱鳳日威垂。
洞庭秋欲雪，
鴻雁將安歸。
十年殺氣盛，
六合人煙稀。
吾慕漢初老，
時清猶茹芝。

Creation Date: 769年
Location: CN430121
Poem Type: 古風",136,Du Fu (杜甫),769年,北風,古風,Classical Chinese,False,True,,
dufu_chunk_3105,dufu_31463,annotations_context,"Poem: 北風

Scholarly Annotations:
  一坐低",38,Du Fu (杜甫),769年,北風,古風,Classical Chinese,,,,1.0
dufu_chunk_3106,dufu_31656,poem_content,"Poem Title: 客從

Poem Text:
客從南溟來，
遺我泉客珠。
珠中有隱字，
欲辨不成書。
緘之篋笥久，
以俟公家須。
開視化爲血，
哀今徵斂無。

Creation Date: 769年
Location: CN430121
Poem Type: 古風",136,Du Fu (杜甫),769年,客從,古風,Classical Chinese,True,True,,
dufu_chunk_3107,dufu_31656,allusions_context,"Poem: 客從

Literary Allusions and References:
  泉客珠",50,Du Fu (杜甫),769年,客從,古風,Classical Chinese,,,1.0,
dufu_chunk_3108,dufu_31656,annotations_context,"Poem: 客從

Scholarly Annotations:
  泉先又名泉客，即鮫人，泣則成珠",50,Du Fu (杜甫),769年,客從,古風,Classical Chinese,,,,1.0
